link,title,user_link,user_name,rating,content,visit_date,purpose,review_date
/ShowUserReviews-g298573-d2624498-r484867560-Che_Lu-Manila_Metro_Manila_Luzon.html,Nice place to hang out,/Profile/Allentan2015,Allentan2015,4.0,My first time visited this bar ... Entrance fees 350 pesos inclusive of 3 drinks... we arrived around 11pm and there's not a single customer... we ordered some snack and the fried chicken is yummy.... the crowd started to come in after past midnight..,May 2017,Friends,",17 May 2017"
/ShowUserReviews-g298573-d2624498-r454874580-Che_Lu-Manila_Metro_Manila_Luzon.html,Not bad,/Profile/doctorryanm,Doctor Ryan M,4.0,Average drink prices. Nice service. The waiters qore black. I liked the lightbup nametags. There's a great little patio to sit and chat with people out front.,Jan 2017,Couples,",26 January 2017"
/ShowUserReviews-g298573-d2624498-r453221440-Che_Lu-Manila_Metro_Manila_Luzon.html,great music and the beer is cheap,/Profile/ernestot613,Ernesto T,5.0,went here on a saturday night. the place was jampacked. they had an event. ,Jan 2017,Friends,",18 January 2017"
/ShowUserReviews-g298573-d2624498-r341354424-Che_Lu-Manila_Metro_Manila_Luzon.html,Good place to hang out. good vibes and good crowd,/Profile/Atiyadlc,Atiyadlc,5.0,After their renovation. I can say that  the place looked better. Very affordable drinks and the music was great.,Jan 2016,Friends,",20 January 2016"
/ShowUserReviews-g298573-d2624498-r232985287-Che_Lu-Manila_Metro_Manila_Luzon.html,Not safe here.,/Profile/Customersright00,Customersright00,1.0,"It is not safe here the waiters are not courteous and they extort money from customers, they refill beers with left over beers. They hit and fight with customers. When the customer is drunk they add more to he bill, so it would'nt be noticed. I really do not recommend this bar. ",Dec 2013,,",7 October 2014"
/ShowUserReviews-g298573-d2624498-r162498901-Che_Lu-Manila_Metro_Manila_Luzon.html,bar hop pt 3,/Profile/AyanM131,Ayan M,4.0,"After a couple of minutes hanging out and bonding at O Bar, we visited as well this bar since this is just beside each other. It brings back good times when we still dominate this place, hahaha, it is still jampack. The usual they also have the prime time shows. It's good to see waiters that served us before. really had fun going back here.",Mar 2013,Friends,",31 May 2013"
/ShowUserReviews-g298573-d12884063-r682154528-Intramuros_E_Trike_Trip-Manila_Metro_Manila_Luzon.html,Excellent and comfortable way to tour,/Profile/Texvet03,Texvet03,5.0,My friends and I wanted to tour the Intramuros complex but didn’t want to use the horse drawn carriages.  We happened upon this option at the Bay Leaf Hotel,Jun 2019,Friends,",17 June 2019"
/ShowUserReviews-g298573-d12884063-r652430713-Intramuros_E_Trike_Trip-Manila_Metro_Manila_Luzon.html,Understand the cost before starting!,/Profile/yvrbrit2,Kevan R,3.0,"The guide was very good, but the experience was spoiled by the 4200 peso cost at the end. We had expected 1000 pesos. The cost is based on 350 pesos per person for 35 mins, which we had not understood at the start.",Feb 2019,Couples,",14 February 2019"
/ShowUserReviews-g298573-d12884063-r597473236-Intramuros_E_Trike_Trip-Manila_Metro_Manila_Luzon.html,"E-trike, a conventional yet contemporary vehicle you must try there!!",/Profile/dashimakiko,dashimakiko,5.0,"Intramuros is an old historical place where is recalling old days, so your imagination may take you to the nostalgic world. E-trike goes well with such a nostalgic time travel for you. This is a must try there!!",Jun 2018,,",18 July 2018"
/ShowUserReviews-g298573-d12884063-r567579070-Intramuros_E_Trike_Trip-Manila_Metro_Manila_Luzon.html,Friendly driver,/Profile/yuto_jj,yuto_jj,5.0,There are a lot of blue cute vehicles in Intromous.,Feb 2018,Solo,",19 March 2018"
/ShowUserReviews-g298573-d12884063-r566601482-Intramuros_E_Trike_Trip-Manila_Metro_Manila_Luzon.html,Comfortable ride with knowledgable driver,/Profile/nikuyoshi,nikuyoshi,5.0,It was the first time for me to visit Philippine so I don't know a lot about Intramuros. ,Mar 2018,Business,",15 March 2018"
/ShowUserReviews-g298573-d15873342-r650998995-VR_Cafe-Manila_Metro_Manila_Luzon.html,Really fun experience!,/Profile/passportbites,Sarah Zonio,5.0,"Went here with a couple of friends and had a really good time. It wasn't the usual kind of video game experience, plus it's pretty affordable too! The place is very cosy, the food & drinks were so good, and the service was amazing. Would definitely recommend this place!",Nov 2018,Friends,",9 February 2019"
/ShowUserReviews-g298573-d15873342-r650815496-VR_Cafe-Manila_Metro_Manila_Luzon.html,Amazing experience!,/Profile/amandamontemayor1111,amandamontemayor1111,4.0,Not your usual and ordinary video game experience. The cafe is accessible since it's near schools in Taft Vito Cruz. You should try this out!,Nov 2018,Friends,",8 February 2019"
/ShowUserReviews-g298573-d15873342-r650645286-VR_Cafe-Manila_Metro_Manila_Luzon.html,Are you bored your reality?,/Profile/yuohara,Ryu,5.0,"If you bored reality, you must try VR cafe !!",Feb 2019,Friends,",7 February 2019"
/ShowUserReviews-g298573-d15873342-r650628777-VR_Cafe-Manila_Metro_Manila_Luzon.html,Something new and unique,/Profile/mairyokou,Mai Fukuda,5.0,Very cozy place and the jalapeño  burger was really good for me.  They have a lot of game choices and I enjoyed rush of blood VRgame most. Will definitely go back,Jan 2019,Friends,",7 February 2019"
/ShowUserReviews-g298573-d11931692-r900257110-UBE_Express-Manila_Metro_Manila_Luzon.html,Accident and Life Risk,/Profile/JustinLladoc,Justin Alejandro Lladoc,2.0,UBE Ba  got into an accident. Almost missed my flight. They should have refunded us the tickets!!,Jul 2023,Friends,",4 July 2023"
/ShowUserReviews-g298573-d11931692-r742302578-UBE_Express-Manila_Metro_Manila_Luzon.html,"female attendant refuaed to further answer: Jan31, 10AM",/Profile/justsantero,caleb,1.0,"i initally saw ube booth in terminal2 arrival upon going out of airport. theur booth is very visible. so i approached and asked the female attendant. she was very accommodating, and told me payment will be 150. few minites after, i went back to tell does she honor klook booking, to my suprise, she was irritated and just asked ""san ka ba"" as if im begging for a reply. ""dun ka sa terminal 3"" she added.",Jan 2020,Solo,",31 January 2020"
/ShowUserReviews-g298573-d11931692-r738171394-UBE_Express-Manila_Metro_Manila_Luzon.html,to be or not to be?,/Profile/Scenic579754,Scenic579754,3.0,just asked a question on FB the other day(because of my experience 2 years ago that UBE don't operate in terminal 2 of NAIA after 19:00) whether UBE EXPRESS PREMIUM AIRPORT SERVICE FOLLOW their advertised hours of operation(24 hours everyday in their grand prix route)and their response is they operate 24 hours per day but hourly(probably during evening and night hours as they only mentioned hourly); i hope they operate in all terminals of NAIA 24 hours everyday.  do they really need the presence of dispatchers who collect fares during odd hours?i guess management don't trust their drivers collecting fares?,Feb 2019,,",9 January 2020"
/ShowUserReviews-g298573-d11931692-r736537516-UBE_Express-Manila_Metro_Manila_Luzon.html,Comfort and cheap fare,/Profile/bgdomingo,Bong D,4.0,"I rode the UBE Express from Century City Mall to the airport and I must say that I made the right choice compared to hiring a taxi wherein the meter keeps running especially if traffic flow is a standstill. Inside the bus, you can just relax, read a book or magazine or a slight nap while heading to your destination and you don't have to worry of being taken on a ride like manila taxi cabs.",Dec 2019,,",3 January 2020"
/ShowUserReviews-g298573-d11931692-r734561915-UBE_Express-Manila_Metro_Manila_Luzon.html,Why Ube Bus is not working,/Profile/leslies203,Leslie S,1.0,"One, there is no sign where the bus is headed to so the passengers have to ask the driver where the bus destination is. One bus driver probably got tired of all the questions so he hand wrote the destination and inserted it in the window. However, he locked the door when he left the bus to talk to someone on his mobile phone. So, the passengers who wanted to get in couldn’t get in. Two, the driver lets everyone in before collecting the fare. Better if it is collected upon entry so that helps regulate passenger flow. Better yet, prepaid tickets can be sold at the airport and just presented to the driver. Third, there is no exact departure times from the airport. This should at least be regular, even with some allowance for delays. The driver does not have to wait for the whole bus to be filled up before it leaves the designated stopovers, at least the end-to-end points.",Dec 2019,Solo,",25 December 2019"
/ShowUserReviews-g298573-d11931692-r720487840-UBE_Express-Manila_Metro_Manila_Luzon.html,Rude and mean drivers,/Profile/zitime,ziti,1.0,"Do not expect drivers to follow the schedule. They do whatever route and timing they want. You may even get a rude response from them if you ask.  Clean ""new"" bus but poor service.  Such a waste.",Oct 2019,,",22 October 2019"
/ShowUserReviews-g298573-d11931692-r711045108-UBE_Express-Manila_Metro_Manila_Luzon.html,Two Roundtrips from ATC/Southparm,/Profile/KayumanggiToTheWorld,SeanKayumanggi,5.0,Always have been reliable for the two times I tried back and forth trips. They follow strictly the time schedules and makes sure they are aware that passengers have enough time to be on their gates.,Sep 2019,Solo,",19 September 2019"
/ShowUserReviews-g298573-d11931692-r691675741-UBE_Express-Manila_Metro_Manila_Luzon.html,Excellent service ,/Profile/ando500,ando500,5.0,"A friend had difficulty of getting a ride from Laguna to T1 for an early morning flight.  Another friend suggested Ube Express at Robinson Tagapo. It was a success.  On time, and cheap compare to private cars or Grab which cost thousands of pesos. I hope this Ube will improve more so they can help more passengers in need of transportation cheaper and better service to Filipinos. Mabuhay!",Jul 2019,Friends,",22 July 2019"
/ShowUserReviews-g298573-d11931692-r681787634-UBE_Express-Manila_Metro_Manila_Luzon.html,Try Ride Success!!!,/Profile/ricsonic,ricsonic,5.0,"I would not try this if I am catching a flight due to Manila Traffic. If tourists would hitch this ride to the airport, make sure to allocate extra hours for a very cheap price with baggage convenience and comfort sitting.  Manila traffic is both time and event driven, do not take risks. Drivers don't go through all stop overs, this is my observation that is beneficial for passengers rushing home.",Jun 2019,Solo,",15 June 2019"
/ShowUserReviews-g298573-d11931692-r679860191-UBE_Express-Manila_Metro_Manila_Luzon.html,Great,/Profile/jchow123,jchow123,5.0,Not sure why there are so many negative review here. My experience using the UBE Express Airport bus is very convenient. It has a lot of pickup and drop off destinations. I paid 150 pesos from Robinson Manila shopping mall to Terminal 3.,Jun 2019,Solo,",8 June 2019"
,,,,,,,,
/ShowUserReviews-g298573-d12160261-r868957738-Japan_Spa_Yamachu-Manila_Metro_Manila_Luzon.html,None,/Profile/I3061XIbernardm,Bernard M,1.0,Japan Spa Yamachu was closed as of  18 Nov 2022.  No information when it will be open.,Nov 2022,Solo,",19 November 2022"
/ShowUserReviews-g298573-d12160261-r677495019-Japan_Spa_Yamachu-Manila_Metro_Manila_Luzon.html,Forgot about and still charged,/Profile/MickeyK255,Mickey K,1.0,"Through I would try this place, it had good reviews.",May 2019,Couples,",29 May 2019"
/ShowUserReviews-g298573-d12160261-r551090442-Japan_Spa_Yamachu-Manila_Metro_Manila_Luzon.html,Love this place!,/Profile/Hoseii,Hoseii,5.0,Love the facilities and the place is well kept. The food is also nice and the therapists are well trained. Anyone looking for a quite place to relax should go here.,Dec 2017,Solo,",3 January 2018"
/ShowUserReviews-g298573-d12160261-r473815579-Japan_Spa_Yamachu-Manila_Metro_Manila_Luzon.html,Great spa ,/Profile/930mercedb,Merced B,5.0,They were very friendly and amazing with their hands I definitely would go back and do it again trust me ,Sep 2016,Couples,",9 April 2017"
/ShowUserReviews-g298573-d2624569-r162498067-Bed-Manila_Metro_Manila_Luzon.html,bar hop pt 1,/Profile/AyanM131,Ayan M,4.0,"It was a bday celebration of my friend last March, so we decided to go here. The place still rocks hehehe, I still love the ambiance and music, very gay, hahaha. Staff are still cool and accommodating. If I am near the area i would love to be here every Friday",Mar 2013,Friends,",31 May 2013"
/ShowUserReviews-g298573-d2624569-r144046281-Bed-Manila_Metro_Manila_Luzon.html,I love Bed,/Profile/AndyJ823,Andy J,5.0,First trip to Bed was in July and returned for more dance last week.,Oct 2012,Friends,",30 October 2012"
/ShowUserReviews-g298573-d10153378-r865559067-Si_Kat_Bus_and_Ferry-Manila_Metro_Manila_Luzon.html,Manila to Puerto Galera,/Profile/cwcdenver,Cathy W.,4.0,"The transfer from Manila to Puerto Galera was seamless. I took a Grab (formerly Uber) from the airport to the CityState Tower Hotel and bought a round-trip ticket to Puerto Galera. The comfortable, air-conditioned bus left on time and took me to the ferry at Batangas. There is a new air-conditioned ferry terminal to wait in. When I arrived in Puerto Galera, there was a Tuk-Tuk driver (which Si-Kat arranged) to take me to my resort. The entire process went smoothly and was very reasonably priced.",Oct 2022,Solo,",22 October 2022"
/ShowUserReviews-g298573-d10153378-r748199370-Si_Kat_Bus_and_Ferry-Manila_Metro_Manila_Luzon.html,Bus and ferry to sabang,/Profile/Sam_boogie,Sam_boogie,5.0,Great company offering bus from citystate hotel in ermita to batangas port then ferry to puerto galera then shuttle to sabang beach...1000php 1 way or 1800 return ticket,Feb 2020,Solo,",28 February 2020"
/ShowUserReviews-g298573-d10153378-r712749570-Si_Kat_Bus_and_Ferry-Manila_Metro_Manila_Luzon.html,A Very Good Deal for Bus and Ferry Combined Trip,/Profile/sam107,sam107,4.0,"I purchased my ticket on Klook. I printed my voucher and took it to the Si-Kat desk in the lobby on the City State Hotel on Mabini Street. The bus was there to pick us up by 8 am. It takes a while to get through the traffic in Manila. So by 11:30 am we arrived at the pier. Be aware going through security at the terminal a couple men grabbed my luggage telling me they work there. Then later suggested I give them a tip each. My luggage is light. One of them I could literally lift with my middle finger. The suitcase is the type that rolls when I hold the handle. So no I did not give them a tip. But I had to use the restroom and I left my luggage where the other passengers from the bus were sitting. Within a few minutes my luggage was gone. I asked the supervisor of the porters where is my luggage? He told me they were put on the ferry. There was a lot of luggage there, When we arrived at Puerto Galera my luggage was not there. I filed a report. It was still on the pier. So be careful if anyone grabs your luggage off the x-ray security sternly tell them you do not need help. And insist you don't. This was the only negative experience.",Sep 2019,,",25 September 2019"
/ShowUserReviews-g298573-d10153378-r662109226-Si_Kat_Bus_and_Ferry-Manila_Metro_Manila_Luzon.html,This is one of the ways to get to Puerto Galera,/Profile/92grahama,Graham A,3.0,"I'm not sure that this is any cheaper than booking a bus and ferry to Puerto Galera separately yourself, but it's not overly expensive and all you've got to do is book one ticket at the Citystate hotel making it convenient. They seem to have plenty of punters so perhaps it's okay. The Citystate itself is a budget hotel and that gives you some idea of what to expect; i.e. not anything fancy but you will get there in the end. Second time using them we got dropped over an hour before our ferry was supposed to leave - there's no special co-ordination. Pay your money and take your chance.",Feb 2019,Couples,",29 March 2019"
/ShowUserReviews-g298573-d10153378-r539804553-Si_Kat_Bus_and_Ferry-Manila_Metro_Manila_Luzon.html,Okay if you have the time ,/Profile/the_Janadians,the_Janadians,3.0,Convenient from the city-state Hotel. It's a nice bus but the fairy transfer part of it seems a bit sketchy.,Oct 2017,Solo,",9 November 2017"
/ShowUserReviews-g298573-d6387390-r332190979-SalaThai_Spa-Manila_Metro_Manila_Luzon.html,Like in thailand,/Profile/Jannapalankin,Jannapalankin,4.0,We came here throw trip adviser it was very close to our hotel so we decided to try. we enjoyed very much the massage was very good and professional very nice stuff we will definitely come back,Dec 2015,Couples,",12 December 2015"
/ShowUserReviews-g298573-d6387390-r301145534-SalaThai_Spa-Manila_Metro_Manila_Luzon.html,A hidden gem in Manila.,/Profile/841andyu,Andy U,5.0,"I've been making trips to different spas here in Manila, mainly to compare and find the best. I tell you, this is the best. From the staff, ambiance, up to the quality of massage. This place is a must try. It is a hundred pesos pricier than its competitors here, though. However, it's totally worth it!",Aug 2015,Solo,",19 August 2015"
/ShowUserReviews-g298573-d6387390-r195509367-SalaThai_Spa-Manila_Metro_Manila_Luzon.html,Review of SalaThai Spa in Manila,/Profile/cDLS123,cDLS123,5.0,"When I first visited SalaThai Spa, I was pleasantly surprised when my feet was washed in a wooden bucket with a light massage.  I was then escorted to the massage area with a well designed ceiling which I think caters to the name Sala.  After the massage, I was given a cup of hot tea to complete my relaxation.  The massage was excellent and the workers were very friendly.  I also had the chance to talk to the Spa Owner who was very warm and knows the best service for me given my type of work.  I'm definitely coming back!",Jan 2014,Family,",26 February 2014"
/ShowUserReviews-g298573-d19381215-r910690523-Woola_Filipinas_Philippines_Viajes_a_medida_Voyages_sur_mesure-Manila_Metro_Man.html,WOOLA is the right choice for a trip to the philippines,/Profile/L3829VKfranckb,Franck B,5.0,"The WOOLA agency gave us complete satisfaction for the organization of our trip in July 2023. Juan, his boss, takes great care of us, both in preparing for the trip and for the smooth running of the vacation. Three of us went as a family to discover part of the Philippines and visit three islands. The island of Siquijor to start then the island of Bohol and that of El Nido to follow before our quick stay in Manila. The choice of hotels corresponded perfectly to our expectations and the organization of activities too. Thanks to Juan and his team for their kindness and professionalism",Jul 2023,,",16 August 2023"
/ShowUserReviews-g298450-d19404444-r871539513-Manila_Contrasts_One_Day_Tour-Makati_Metro_Manila_Luzon.html,Be careful,/Profile/LBMTech,LIONEL M,2.0,Be careful. The moment they see you a  foreigner  they exploit you with Very high prices.  Was disgusted at low quality items sold at high prices.,Dec 2022,,",12 December 2022"
/ShowUserReviews-g298573-d19381215-r751857753-Woola_Filipinas_Philippines_Viajes_a_medida_Voyages_sur_mesure-Manila_Metro_Man.html,FILIPINAS: TRAVEL TO PARADISE,/Profile/alvaroc221976,Alvaro C,5.0,"It was a real taylor made experience, an exclusive trip for the four of us. Laura was always there ready to help us, even when we lost my wedding ring in the van 🙈.",Feb 2020,Couples,",26 March 2020"
/ShowUserReviews-g298452-d21304058-r898100680-Philippines_Island_Explorer_13_Day-Pasay_Metro_Manila_Luzon.html,Philippines island tour,/Profile/849laurencew,Laurence W,5.0,"The Philippines is the most incredible place to visit, and Intro definitely captured exactly that. The whole experience with the food, the views, the locals was perfect. Our tour guide - Sophie - was just flawless, pushing us all to have the best time, was full of energy, and knowledge, teaching us all about the culture, and all round keeping beaming smiles on, as well as solving any issues thrown at us. 10/10 experience and would recommend ANYONE to go with Intro.",Jun 2023,Solo,",26 June 2023"
/ShowUserReviews-g298452-d21304058-r898096663-Philippines_Island_Explorer_13_Day-Pasay_Metro_Manila_Luzon.html,Fantastic,/Profile/559millied,Millie D,5.0,"Could not recommend this trip more! Honestly one of the most incredible experiences I have ever done! Our tour leader Sophie was absolutely fantastic - she made sure everything ran so smoothly, but was also such a kind, amazing person. If you’re thinking about doing the tour, do it!!",Jun 2023,Solo,",26 June 2023"
/ShowUserReviews-g298452-d21304058-r894655542-Philippines_Island_Explorer_13_Day-Pasay_Metro_Manila_Luzon.html,Above and beyond,/Profile/Annabel-Izzy,Annabel R,5.0,"I definitely recommend this trip, it exceeded my expectations of the Philippines. The highlight of this trip is the boat trip from Cordon to El Nido, stopping at the most incredible places to snorkel with beautifully clear water. Although things on our tour didn’t always go perfectly, Sophie (tour leader) dealt with every situation so quickly, she really went above and beyond for each one of us, both individually and as a group. As a group we had so many laughs and created great memories.",Jun 2023,Solo,",12 June 2023"
/ShowUserReviews-g298452-d21304058-r894653980-Philippines_Island_Explorer_13_Day-Pasay_Metro_Manila_Luzon.html,Mind over matter,/Profile/Adventurer252152,Adventurer252152,5.0,"I really recommend the Philippines intro tour! The boat expedition was amazing, the water was so clear, the views are unbelievable. There are so many different activities - canyoneering, rope swings but you still have chill time in between. Because it was rainy season and typhoons there was some activities we couldn’t do but Sophie always had a back up plan and we always had a laugh. I honestly couldn’t have asked for a better tour guide! ",Jun 2023,Solo,",12 June 2023"
/ShowUserReviews-g298573-d21295132-r894653549-INTRO_Travel_Philippines-Manila_Metro_Manila_Luzon.html,Amazing tour and leader,/Profile/charlouise98,charlouise98,5.0,"The tour was amazing and was made even better by having Sophie as our leader. From day 1 she provided such a good energy and made everybody comfortable in the group. We had so many activities included such as snorkelling the sardine run, canyoneering and visiting waterfalls. The group tour ran so smoothly thanks to Sophie and any problems encountered along the way were sorted quickly and professionally. I would 100% recommended this tour and Sophie as a leader !",Jun 2023,Solo,",12 June 2023"
/ShowUserReviews-g298452-d21304058-r893171247-Philippines_Island_Explorer_13_Day-Pasay_Metro_Manila_Luzon.html,HIGHLY RECOMMEND,/Profile/tejall2023,Tej,5.0,"Every single moment was very special. From the waterfalls at Kawasan waterfall, canyoneering in Moalboal and the 3 day boat expedition in Palawan. Originally I wasn't going to do Philippines, but I ended up booking the experience with intro travel as people told me that Philippines is worth visiting. I didn't want to plan it all myself so I ended up booking intro as they had the best of east and west of the Islands. It was the best thing I've done since travelling around South East Asia for the past 2.5 months. So don't hesitate, book this tour. I have to give a shout out to my group leader, Jeremy, for his positive energy and fun vibes, making this trip extra fun and memorable. He put in extra energy to make sure I was okay with my allergies (which I appreciate a lot) and took really cool photos for me under water to really capture the best memories for life. His karaoke skills will also keep you entertained for sure. HIGHLY RECOMMEND.",May 2023,Solo,",3 June 2023"
/ShowUserReviews-g298452-d21304058-r892886682-Philippines_Island_Explorer_13_Day-Pasay_Metro_Manila_Luzon.html,Amazing,/Profile/Meg27839392,Meg,5.0,"This trip was so much better than expected and I loved every minute of it. The scenery was surreal, I was lucky enough to have a great group led by an amazing group leader, Jeremy. I was definitely nervous about starting the tour but our leader went out his way to make myself and the rest of the group feel at ease. There was a good mix of culture, activities and scenery. Lots of things to see and do but a good amount of time to rest and recoup in between.  Very greatful to intro for giving me such an unforgettable experience.",Jun 2023,Solo,",1 June 2023"
/ShowUserReviews-g298452-d21304058-r891781109-Philippines_Island_Explorer_13_Day-Pasay_Metro_Manila_Luzon.html,Sam the greatest!,/Profile/Ciani210490,Sandra C.,5.0,I just finished the Philippines trip and it was amazing!!! Our groupleader was Sam....and what can i say....HE WAS AWESOME!!!!,Apr 2023,,",24 May 2023"
/ShowUserReviews-g298452-d21304058-r891722026-Philippines_Island_Explorer_13_Day-Pasay_Metro_Manila_Luzon.html,Sophie was an awesome leader >:),/Profile/synnovel2023,Synnove L,5.0,The tour was great!! It had a great variety of different activities. My favourite part was the snorkelling part! super clear water and so many pretty corals!! Our leader Sophie was amazing! She was good and saw each person in the group and made us all feel welcome and happy to be there! She was really the perfect mix between a leader and a travel friend :)),May 2023,Solo,",24 May 2023"
/ShowUserReviews-g298452-d21304058-r891077539-Philippines_Island_Explorer_13_Day-Pasay_Metro_Manila_Luzon.html,Beautiful Philippines,/Profile/dessariet,Dessarie T,5.0,I have just finished the Philippines Island Explorer trip with INTRO Travel and I absolutely loved it! The Philippines is such a beautiful country and I can’t recommend it highly enough. The waters and the beaches here are unbelievable.,May 2023,Solo,",20 May 2023"
,,,,,,,,
/ShowUserReviews-g298573-d7364168-r674538955-Mont_Albo_Massage_Hut-Manila_Metro_Manila_Luzon.html,A wonderful experience! ,/Profile/rlayneholley,R. Layne Holley,5.0,"I was experiencing some shoulder stiffness from an old clavicular injury so I thought I’d give massage a try. Very glad I fid too. Jhen was great; very kind and conscientious too. She repeatedly sought my input as to strength of her efforts and focused on the troubled spots. She was very skilled and VERY STRONG too. After the one hour massage concluded, she brought warm towels, one of which she used to wipe down my back and the other two were for me to use on my arms and legs. Hot tea was provided too. She gave instructions about the ensuing hour to maximize the therapeutic effect. ",May 2019,Solo,",17 May 2019"
/ShowUserReviews-g298573-d7364168-r422553041-Mont_Albo_Massage_Hut-Manila_Metro_Manila_Luzon.html,Great Service. Cured an Ailment,/Profile/coling803,Colin G,4.0,We were in Manila recently with a friend of our from the city. ,Sep 2016,Couples,",26 September 2016"
/ShowUserReviews-g298573-d7364168-r417761650-Mont_Albo_Massage_Hut-Manila_Metro_Manila_Luzon.html,Mont Albo Massage ,/Profile/iamphowbee,iamphowbee,4.0,This is not the first time I went to Mont Albo. I just realized then if you are a group you should have a reservation to avoid long wait. Especially peak hours or peak days 😊. ,Sep 2016,Solo,",13 September 2016"
/ShowUserReviews-g298573-d7364168-r323520197-Mont_Albo_Massage_Hut-Manila_Metro_Manila_Luzon.html,courteous staff and affordable,/Profile/761yanad,yana d,5.0,"i did not expect that I was going to get an excellent service for the price i had paid, to my surprise i did. My masseuse Grace  was very gentle, treated me politely and compassionate with what she's doing. it was an outstanding service, please keep it up. I hope you can have a branch in my Province in Iba Zambales, I will be your regular customer :)",Oct 2015,Solo,",31 October 2015"
/ShowUserReviews-g298573-d7364168-r245787437-Mont_Albo_Massage_Hut-Manila_Metro_Manila_Luzon.html,Good for a Spur of the Moment Massage,/Profile/Collagen,Collagen,3.0,"Our bodies just ached one day and we longed for something to ease our stress away.  A friend referred Mont Albo Masage Hut which was just a few steps away.  Good thing we decided to call to reserve a slot first.  When we arrived, there was a couple who just walked-in for a massage.  Lucky for us, too, we were able to reserve the couples room first (I have no idea how many there are in the Spa).",Oct 2014,Couples,",24 December 2014"
/ShowUserReviews-g298573-d7590595-r911214368-Nuat_Thai_Foot_Body_Massage-Manila_Metro_Manila_Luzon.html,Traumatic,/Profile/484janicev,Janice V,1.0,Azure Branch -I just finished what i could not even call a massage but a trauma. This is the only worst service and place iv ever been in for a supposed relaxing massage.,Aug 2023,Solo,",18 August 2023"
/ShowUserReviews-g298573-d7590595-r879150392-Nuat_Thai_Foot_Body_Massage-Manila_Metro_Manila_Luzon.html,Not worth your mony,/Profile/camilorD7453NM,Camilo R,1.0,Nuat Thai Foot & Body Massage Dasma Cavite,Feb 2023,,",18 February 2023"
/ShowUserReviews-g298573-d7590595-r874687548-Nuat_Thai_Foot_Body_Massage-Manila_Metro_Manila_Luzon.html,Average place,/Profile/samehk293,Sameh Kashaf,3.0,The massage was good I came to the place twice…but it’s very noisy while the massage we need the place to be quite but was very noisy,Jan 2023,Solo,",10 January 2023"
/ShowUserReviews-g298573-d7590595-r868865118-Nuat_Thai_Foot_Body_Massage-Manila_Metro_Manila_Luzon.html,Short time finished and include change clothes,/Profile/myny,myny,1.0,"I visited branch of Legaspi Village Makati last monday.I paid for 60 minutes Swedish Massage 500peso.However I only got 50 minutes the Massage.I asked to front staff when I paid cost ""Is this massage 60 minutes.isnt it?"". The front staff was showed me entrance and exit time board.As a result 60 minutes it means include change clothes time.The massage technique was poor and they didn't have motivation.I never visit this place.",Nov 2022,,",18 November 2022"
/ShowUserReviews-g298573-d7590595-r862169293-Nuat_Thai_Foot_Body_Massage-Manila_Metro_Manila_Luzon.html,Never Had a Massage Like This Before,/Profile/I4756DLroym,Roy Martin,5.0,"If you're wanting a professional, excellent and qualified Nuat Thai spa facility, you need to try the newly opened Lee Gardens Nuat Thai, Wack Wack, off Shaw Blvd. cor. Lee Street.  I've tried in once and was honored with Chimi's service.  Let me tell you, when you wake yourself up by snoring three times, then you KNOW you're getting a good massage.  She's small in stature but she'll hurt you with her powerful fingers.  I had to ask her to lighten the pressure.  Even though I'm 270 lbs, I couldn't take it!  If that's moderate, I pity the person who tries hard.  Great time, great staff and excellent service.  They have my patronage and well-deserved.",Sep 2022,,",27 September 2022"
/ShowUserReviews-g298573-d7590595-r840129279-Nuat_Thai_Foot_Body_Massage-Manila_Metro_Manila_Luzon.html,AVOID NEWPORT BRANCH,/Profile/K1093DJchrish,Chris H,1.0,Avoid the Newport branch. ,May 2022,Solo,",26 May 2022"
/ShowUserReviews-g298573-d7590595-r785534848-Nuat_Thai_Foot_Body_Massage-Manila_Metro_Manila_Luzon.html,Not Good...,/Profile/liza252019,Liza A,1.0,If you want to relax get a massage with special someone this is not a place for you.,May 2020,Couples,",30 March 2021"
/ShowUserReviews-g298573-d7590595-r748896419-Nuat_Thai_Foot_Body_Massage-Manila_Metro_Manila_Luzon.html,Worst spa in Alabang,/Profile/rationalgal,JOANNE,1.0,"Hello. I just want to share my experience so you can better your service. I booked for an appointment tonight at 11:30. My masseuse was not smiling, which was okay with me because maybe she's tired or something. But when the service started, she did not wash my feet properly, there were soap suds after she washed and she didn't even dry it. She was very mataray when she escorted me to the massage room. The bed was so shaky and it creaks, (which defeats my purpose of relaxation, that's why I booked in the first place). Then there's a sick Chinese beside my room, he was coughing and sneezing non-stop. ☹😔 the massage was also inconsistent, when I was facing down, pressure was strong but when I was asked to turn, pagod na ata si Ate. I'm not sure if the masseuse is tired, hates her job, or is just a victim of poor labor practice in your spa, but the service she gave was really poor. She even finished earlier, as I timed it on my phone and I still had 8 minutes. Hope you can give better service next time. Escalate ko na din po sa Nuat Thai management para aware sila. Thanks!",Mar 2020,Solo,",3 March 2020"
/ShowUserReviews-g298573-d7590595-r745462426-Nuat_Thai_Foot_Body_Massage-Manila_Metro_Manila_Luzon.html,Worst Spa,/Profile/768sanils,Sanil S,1.0,"Worst spa in Bgc. Unprofessional staff ( they keep on talking ) , dirty mattress and the massage would not be relaxing as you imagined.",Feb 2020,Friends,",16 February 2020"
