name,address,about,review_count,rating,rating_description,rating_Location,rating_Cleanliness,rating_Service,rating_Value,Property_amenities,Room_features,Room_types,hotel_class,walkability_score,walkability_description,nearby_restaurant_count,nearby_attraction_count,price_range,formerly_known_as,location,number_of_rooms
Bayview Park Hotel Manila,"1118 Roxas Boulevard corner United Nations Avenue, Manila, Luzon 1000 Philippines","Bayview Park Hotel Manila is situated just minutes away from other historic and renowned landmarks including Luneta Park, Manila Catherdal, Intramuros, and the vibrant art and entertainment milieu, Malate. Across it, towards the bay are the U.S. Embassy, Manila Yacht Club, and further on, the SMX Convention Center and CCP Complex, the country's premier cultural hub. Its proximity to the Ninoy Aquino International Airport, a mere 20 minutes away, offers extra convenience much desired by the travel-weary visitor. Hospitable, dependable, modest, respected, distinguished. Words meant to be lived by. It's simply the Bayview Park Hotel Manila way.",1216,3.5,Very good,4.0,3.5,3.5,3.5,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Children Activities (Kid / Family Friendly),Airport transportation,Business Center with Internet Access,Parking,Wifi,Rooftop pool,Indoor pool,Outdoor pool,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Conference facilities,Banquet room,Meeting rooms,Spa,Concierge,Non-smoking hotel,Doorperson,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service","Air conditioning,Room service,Safe,Minibar,Refrigerator,Flatscreen TV","Ocean view,Non-smoking rooms,Suites,Smoking rooms available",3.0,94,Great for walkers,63,15,"₱2,488",,Philippines,281
Red Planet Manila Bay,"Arquiza Corner Alhambra Streets, Manila, Luzon 0930 Philippines","<div><p>Everyone needs a place to lay their weary head. For travelers visiting Manila, Red Planet Manila Bay is an excellent choice for rest and rejuvenation. Well-known for its family-friendly environment and proximity to great restaurants and attractions, Red Planet Manila Bay makes it easy to enjoy the best of Manila.</p><p></p><p>You’ll enjoy relaxing rooms that offer a flat screen TV, air conditioning, and a refrigerator, and you can stay connected during your stay as Red Planet Manila Bay offers guests free wifi.</p><p></p><p>The hotel features a 24 hour front desk, baggage storage, and newspaper. For guests with a vehicle, free parking is available.</p><p></p><p>Manila has plenty of pubs. So when you’re here, be sure to check out popular spots like LA Café, COWBOY GRILL, and G Point Smörgåsbord &amp; Bar, which are serving up some great dishes.</p><p></p><p>If you are interested in exploring Manila, check out one of the monuments and statues, such as Memorare Manila Monument, Centennial Clock, and Philippine Presidents' Gallery.</p><p></p><p>Whether you’re traveling for business, pleasure or both, Red Planet Manila Bay is sure to make your visit to Manila one worth remembering.</p></div>",557,4.5,Excellent,4.5,4.5,4.5,4.5,"Secured parking,Free High Speed Internet (WiFi),Internet,Children Activities (Kid / Family Friendly),Business Center with Internet Access,24-hour security,Baggage storage,24-hour front desk,Newspaper,Non-smoking hotel,Doorperson","Air conditioning,Housekeeping,Refrigerator,Flatscreen TV",Non-smoking rooms,3.0,97,Great for walkers,89,14,"₱1,809",,Philippines,
Century Park Hotel,"599 P. Ocampo Street Malate, Manila, Luzon 1004 Philippines","<div><p>Situated at the center of the Philippines’ vibrant capital city, Century Park Hotel is accessible to the business, shopping and entertainment districts of the metro. Its convenient location invites you to a relaxing stay at the heart of Manila as you combine business and pleasure.</p><p></p><p>If you are looking for a vacation just within the city, Century Park Hotel is a fantastic choice for staycations. With over 500 well-appointed rooms, each one is designed for your comfortable and leisurely stay. Modern facilities include internet access, a gym with state-of-the-art equipment and three outdoor swimming pools.</p><p></p><p>The hotel has five dining outlets that offer a wide range of options and flavorful cuisines to please your gastronomic cravings.</p><p></p><p>For your corporate needs, we have 14 function rooms and a business center, offering you viable options for your meetings, events and significant celebrations.</p><p></p><p>True to its brand of warm Filipino hospitality, the hotel’s courteous and friendly staff will readily assist you with a smile.</p></div>",650,3.5,Very good,4.0,3.5,3.5,3.5,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Bicycle rental,Airport transportation,Business Center with Internet Access,Wifi,Outdoor pool,Bar / lounge,Coffee shop,Restaurant,Breakfast buffet,Poolside bar,Conference facilities,Banquet room,Meeting rooms,Spa,Baggage storage,Concierge,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service","Air conditioning,Room service,Safe,Flatscreen TV","Non-smoking rooms,Suites,Family rooms",4.5,80,Somewhat walkable,35,6,"₱3,110",,Philippines,474
1775 Adriatico Suites,"1775 Interior M. Adriatico Malate, Manila, Luzon 1004 Philippines","1775 Adriatico Suites - The Hidden Oasis of Manila offers unique, cozy, and comfortable accommodation choices in the heart of Manila. Take a dip in our glow in the dark swimming pool, and indulge yourself in our beautifully designed Serviced Apartments and Bed and Breakfast rooms.",347,4.5,Excellent,4.5,4.5,4.5,4.5,"Paid public parking nearby,Free High Speed Internet (WiFi),Outdoor pool,Fitness Center with Gym / Workout Room,Free breakfast,Children's television networks,Highchairs available,Airport transportation,Parking garage,Wifi,Pool / beach towels,Restaurant,Breakfast available,Outdoor dining area,Taxi service,Couples massage,Foot massage,Full body massage,Hand massage,Head massage,Massage,Neck massage,24-hour security,Baggage storage,Non-smoking hotel,Outdoor furniture,Shared lounge / TV area,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,Doorperson,24-hour check-in,Laundry service","Air conditioning,Safe,Bottled water,Kitchenette,Microwave,Flatscreen TV,Extra long beds,Bidet,Refrigerator,Stovetop,Electric kettle,Kitchenware,On-demand movies,Sofa bed,Bath / shower,Complimentary toiletries,Hair dryer","Pool view,Non-smoking rooms,Suites,Family rooms",3.0,97,Great for walkers,149,15,"₱1,809",,Philippines,36
Hotel Kimberly Manila,"770 Pedro Gil Street Malate, Manila, Luzon 1004 Philippines","Welcome to Hotel Kimberly Manila along Pedro Gil Street. Be greeted by our warm and friendly, efficient staff as you soon as you step in our doors. Allow us to escort you to one of our 58 spacious and well-kept rooms. Depending on your needs you may choose our Superior or Deluxe rooms for shorter stays. Should you prefer to stay longer, reserve a Premier or Executive Suite which comes with a kitchenette and sitting area. Safety, cleanliness and comfort is our priority and commitment to our guests. Each room is fitted with it's own stand alone air conditioner. Generous packed meals and ala carte options are available, served fresh and cooked fresh from our kitchens daily. Whatever your purpose, stay with us at Hotel Kimberly and get exceptional value for money, and experience the unique hospitality we are known for.",478,4.0,Very good,4.0,4.0,4.0,4.0,"Paid private parking nearby,Free High Speed Internet (WiFi),Free breakfast,Kids stay free,Books, DVDs, music for children,Airport transportation,Business Center with Internet Access,Conference facilities,Street parking,Wifi,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary Instant Coffee,Complimentary tea,Kid-friendly buffet,Kids' meals,Snack bar,Children's television networks,Highchairs available,Car hire,Taxi service,Banquet room,Meeting rooms,Photo copier / fax In business center,Couples massage,Foot massage,Full body massage,Massage,Neck massage,24-hour security,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Newspaper,Shops,Doorperson,First aid kit,Umbrella,24-hour front desk,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service","Blackout curtains,Air conditioning,Desk,Dining area,Housekeeping,Kitchenette,Cable / satellite TV,Bidet,Room service,Safe,Seating area,Separate dining area,Separate living room,Sofa,Telephone,Wardrobe / closet,Clothes rack,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Refrigerator,Stovetop,Electric kettle,Kitchenware,Flatscreen TV,Walk-in shower,Bath / shower,Complimentary toiletries,Hair dryer","Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available",3.0,96,Great for walkers,142,10,"₱2,601",,Philippines,58
Manila Prince Hotel,"1000 San Marcelino Street Ermita, Manila, Luzon 1000 Philippines","<span class=""QewHA H4 _a""><span>Breakfast buffet was delicious and many food choices. Budget friendly. Staff were kind and helpful. Rooms were clean and spacious. Swimming pool was not crowded.  Definitely will go back to this hotel. </span></span>",22,3.5,Very good,4.5,5.0,4.5,4.0,,,,3.0,84,Good for walkers,22,6,"₱1,923",,Philippines,
Tropicana Suites,"1630 L.M. Guerrero Street Malate, Manila, Luzon 1004 Philippines","<div><p>Welcome to Tropicana Suites, your Manila “home away from home.” Tropicana Suites aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.</p><p>While staying at Tropicana Suites, visitors can check out Casa Manila (1.3 mi) and Manila Cathedral (1.5 mi), some of Manila's top attractions.</p><p>As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a kitchenette, and getting online is easy, with free wifi available.</p><p>Guests have access to a concierge while staying at Tropicana Suites. In addition, Tropicana Suites offers a pool and free breakfast, which will help make your Manila trip additionally gratifying. And, as an added convenience, there is free parking available to guests.</p><p>During your visit, be sure to check out popular attractions like Fort Santiago (1.2 mi), Intramuros (0.9 mi), and Rizal Park (0.8 mi), Robinson's Mall (2min) which are all within walking distance of the hotel.</p><p>Tropicana Suites puts the best of Manila at your fingertips, making your stay both relaxing and enjoyable.</p></div>",295,4.0,Very good,4.0,4.0,4.0,4.0,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Children Activities (Kid / Family Friendly),Airport transportation,Business Center with Internet Access,Paid public parking nearby,Wifi,Outdoor pool,Saltwater pool,Restaurant,Breakfast available,Meeting rooms,24-hour security,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service","Air conditioning,Dining area,Housekeeping,Safe,Kitchenette,Refrigerator,Flatscreen TV,Bidet,Telephone,Bottled water,Private bathrooms,Complimentary toiletries","Non-smoking rooms,Suites,Family rooms,Smoking rooms available",3.0,97,Great for walkers,172,12,"₱2,488",,Philippines,100
Regency Grand Suites,"1622 Jorge Bocobo Street Birch Tower, Manila, Luzon 1004 Philippines","Regency Grand Suites offers satisfyingly designed and affordable rooms that are located in levels where guests can get a stunning, panoramic view of Manila Bay’s sunset. Visitors can also avail of the hotel’s well-appointed amenities and services that are all arranged to heighten one’s comfort and convenience.",352,4.0,Very good,4.5,4.0,4.0,4.0,"Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Business Center with Internet Access,Concierge,Non-smoking hotel,Wifi,Restaurant,Laundry service","Air conditioning,Room service,Safe,Kitchenette,Microwave,Refrigerator,Flatscreen TV","Ocean view,Non-smoking rooms,Suites,Family rooms",3.0,99,Great for walkers,207,18,"₱1,979",,Philippines,61
Winford Manila Resort & Casino,"MJC Drive San Lazaro Tourism & Business Park, Manila, Luzon 1014 Philippines","<div><p>Finding an ideal charming hotel in Manila does not have to be difficult. Welcome to Winford Hotel and Casino, a nice option for travelers like you.</p><p>Close to some of Manila's most popular landmarks, such as Quiapo Church (1.3 mi) and Chinatown (1.5 mi), Winford Hotel and Casino is a great destination for tourists.</p><p>As your “home away from home,” the hotel rooms offer air conditioning, and getting online is easy, with free wifi available.</p><p>Guests have access to a 24 hour front desk, a concierge, and room service while staying at Winford Hotel and Casino. In addition, Winford Hotel and Casino offers a pool and free breakfast, which will help make your Manila trip additionally gratifying. And, as an added convenience, there is free parking available to guests.</p><p>While visiting Manila, you may want to try some shrimp at one of the nearby restaurants, such as Harbor View Restaurant, Sky Deck on Bayleaf Hotel, or Cafe Ilang-Ilang.</p><p>Plus, during your trip, don't forget to check out a natural history museum, such as National Museum of Natural History.</p><p>Winford Hotel and Casino looks forward to welcoming you on your visit to Manila.</p><p></p></div>",103,3.5,Very good,3.5,4.5,4.0,3.5,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Casino and Gambling,Evening entertainment,Children's television networks,Valet parking,Wifi,Hot tub,Pool / beach towels,Sauna,Bar / lounge,Restaurant,Breakfast buffet,Snack bar,Kids pool,Airport transportation,Shuttle bus service,Car hire,Business Center with Internet Access,Meeting rooms,Spa,Couples massage,Foot massage,Full body massage,Massage,Massage chair,Salon,Steam room,24-hour security,Baggage storage,Concierge,Convenience store,Newspaper,Non-smoking hotel,ATM on site,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service","Air conditioning,Housekeeping,Room service,Safe,Bottled water","Non-smoking rooms,Suites,Family rooms",4.0,61,Somewhat walkable,60,4,"₱4,750",,Philippines,128
Hop Inn Hotel Ermita Manila,"1850 Del Pilar Street Malate, Manila, Luzon 1009 Philippines","The 168-room Hop Inn Ermita Manila is situated in the heart of the city’s famous nightlife and restaurant district, close to many to tourist attractions and a 30-minute drive from Manila International Airport. Each comfortable air-conditioned room provides cable TV, free high-speed Wi-Fi, a power shower, a workstation, a hair dryer, and many other thoughtful extras. Guests also benefit from key card access, 24-hour service and a parking lot with security. Hop Inn Ermita Manila is designed for the budget conscious business and leisure travellers. The hotel offers a convenient city location, comfortable rooms, professional service from friendly staff, a secure parking space, and outstanding value for money.",241,4.0,Very good,4.0,4.5,4.0,4.0,"Free parking,Free High Speed Internet (WiFi),Coffee shop,Kids stay free,24-hour security,Baggage storage,24-hour check-in,24-hour front desk,Parking,Wifi,Convenience store,Non-smoking hotel","Air conditioning,Desk,Housekeeping,Safe,Cable / satellite TV,Flatscreen TV,Bidet,Walk-in shower,Bottled water,Clothes rack,Private bathrooms,Tile / marble floor,Bath / shower,Hair dryer","Ocean view,Non-smoking rooms",3.0,90,Good for walkers,149,11,"₱1,583",,Philippines,168
Swiss-Belhotel Blulane,"609 Tomas Mapua Street, Manila, Luzon 1003 Philippines","Swiss-Belhotel Blulane is a 17-storey building, established primarily to cater to the needs of local guests, foreign travelers and business people. Designed and built with a high-class and sophisticated touch, providing our guests with an unforgettable experience from the moment they arrive until they depart. In the heart of Binondo, the world’s oldest Chinatown, Swiss-Belhotel Blulane offers a luxurious sojourn for local guests, travellers and businessmen where culture and convenience are at par. Swiss-Belhotel Blulane is the ideal location where business meets leisure. It is a destination for a rich, culturally diverse experience, with the luxuries of world-class hospitality so guests may stay connected to work, friends or family while relaxing or by just simply enjoying sumptuous meals. The intimate but inviting atmosphere will help you relax and unwind. Swiss-Belhotel Blulane is a 10-minute walk from the Lucky Chinatown Mall and a wide variety of gastronomic dining spots",59,4.0,Very good,4.0,4.0,4.0,4.0,"Parking,Free High Speed Internet (WiFi),Bar / lounge,Children Activities (Kid / Family Friendly),Airport transportation,Conference facilities,Banquet room,Baggage storage,Wifi,Restaurant,Breakfast available,Car hire,Meeting rooms,Concierge,Non-smoking hotel,Dry cleaning,Laundry service","Air purifier,Air conditioning,Housekeeping,Room service,Telephone,Electric kettle,Cable / satellite TV,Bidet,Wardrobe / closet,Bottled water,Hair dryer","City view,Non-smoking rooms,Suites,Family rooms",3.5,95,Great for walkers,77,6,"₱1,583",,Philippines,172
Manila Lotus Hotel,"1227 A. Mabini Street cor P Faura St, Manila, Luzon 1000 Philippines","Manila Lotus Hotel is a 3-star hotel committed to provide high levels of customer satisfaction. We are located centrally within Manila's busiest commercial district, walking distance to the following: • US Embassy • Robinsons Mall • St.Lukes Medical Center Extension Clinic • Manila Pavilion Casino Filipino • Roxas Boulevard • Rizal Park We are also near Manila Ocean Park, The Walled City of Intramuros and the Intramuros Golf Course, various Chruches, World Trade Center, Mall of Asia and SMX Convention Center, CCP complex and Si-Kat Bus to Puerto Gallera and 15-30 minutes away from the Domestic Airport and Ninoy Aquino International Airport.",742,4.0,Very good,4.0,4.0,4.0,4.0,"Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Airport transportation,Business Center with Internet Access,Conference facilities,Concierge,Wifi,Restaurant,Breakfast available,Breakfast buffet,Banquet room,Meeting rooms,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service","Air conditioning,Room service,Minibar,Refrigerator,Flatscreen TV","Non-smoking rooms,Suites,Family rooms,Smoking rooms available",3.0,97,Great for walkers,163,16,"₱1,809",,Philippines,116
Red Planet Manila Mabini,"1740 A. Mabini Street, Manila, Luzon 1004 Philippines","Located in the heart of Malate, famous for its nightlife and restaurants and close to leading tourist attractions, the 167-room Red Planet Manila Mabini is the embodiment of a group philosophy that places guests in the centre of the action. After a 30-minute drive from Manila International Airport, the hotel is the perfect entrée to a pulsating destination that serves up nearby experiences like Roxas Boulevard, a row of al fresco restaurants overlooking Manila Bay, the Cultural Centre of the Philippines, Manila Ocean Park and SM Mall of Asia, the Philippines' largest mall. The Pedro Gil Light Rail Transit station is a kilometer away. The Red Planet Manila Mabini has redefined the value-hotel sector by offering an all-inclusive rate for every room, every night. All rooms have free high-speed Wi-Fi, soothing power showers, quality custom-made beds with upscale linen and many other features including air conditioning, in-room safes, hair dryers, ceiling fans and a 32-inch flat screen TV.",1325,4.0,Very good,4.0,4.5,4.0,4.0,"Parking garage,Free High Speed Internet (WiFi),Wifi,Car hire,24-hour security,Baggage storage,24-hour check-in,24-hour front desk,Convenience store,Newspaper,Non-smoking hotel,Shops,Doorperson","Air conditioning,Desk,Housekeeping,Safe,Laptop safe,Flatscreen TV,Bath / shower,Complimentary toiletries,Hair dryer",Non-smoking rooms,2.0,96,Great for walkers,172,16,"₱1,301",,Philippines,167
Eurotel Pedro Gil,"618 Pedro Gil Street Ermita, Manila, Luzon 1004 Philippines","A modern European-inspired hotel situated in the heart of the commercial district in Ermita, Manila right in front of Robinson's Place in Pedro Gil. With easy access going to the Ninoy Aquino International Airport. Guests are treated upon arrival to the quaint and elegant vestibule. Friendly, courteous and efficient staff are ready to assist guests round-the-clock.",266,3.0,Average,4.0,3.0,3.0,3.5,"Free parking,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Conference facilities,Banquet room,Massage,24-hour security,Valet parking,Wifi,Coffee shop,Breakfast available,Breakfast buffet,Car hire,Taxi service,Meeting rooms,Baggage storage,Concierge,Non-smoking hotel,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning","Air conditioning,Desk,Housekeeping,Room service,Flatscreen TV,On-demand movies,Bath / shower,Hair dryer,Safe,Bottled water","Non-smoking rooms,Suites,Family rooms",3.0,87,Good for walkers,112,10,"₱1,474",,Philippines,102
Time Travellers Hotel,"1184 A. Mabini Street corner Padre Faura Street, Manila, Luzon 1004 Philippines","Time Travellers Hotel is a budget-friendly hotel committed to providing a homey atmosphere to the sophisticated, world-class traveller. With our wide choices of room types, there is a complete variety to suit each individual guest, from our elegant Suite Rooms, to the cozy comforts of our ""backpackers"" rooms.",29,3.5,Very good,4.0,3.5,3.0,3.5,"Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Nightclub / DJ,Children Activities (Kid / Family Friendly),Airport transportation,Massage,24-hour security,Wifi,Bar / lounge,Coffee shop,Restaurant,Vending machine,Shuttle bus service,Car hire,Taxi service,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Non-smoking hotel,Shops,24-hour front desk,Dry cleaning","Blackout curtains,Air conditioning,Housekeeping,Room service,Safe,Bottled water,Kitchenette","Suites,Family rooms",2.0,98,Great for walkers,123,14,₱792,,Philippines,41
Go Hotels Otis-Manila,"Robinsons Otis, 1536 Paz Guazon St. Paco, Manila, Luzon 1007 Philippines","Go Hotels Otis-Manila, the essential service hotel property is situated along the stretch of Paz Guazon in Paco Manila. It is the 6th Go Hotels property and 2nd in Metro Manila.",215,4.0,Very good,3.5,4.5,4.0,4.5,"Paid private parking on-site,Free High Speed Internet (WiFi),Car hire,Business Center with Internet Access,24-hour security,Baggage storage,24-hour check-in,24-hour front desk,Parking,Wifi,Non-smoking hotel,Shared lounge / TV area,ATM on site,Doorperson,Express check-in / check-out,Dry cleaning,Laundry service","Air conditioning,Desk,Housekeeping,Safe,Telephone,Flatscreen TV,Bath / shower,Complimentary toiletries",Non-smoking rooms,3.0,52,Somewhat walkable,35,8,₱905,,Philippines,118
Armada Hotel Manila,"2108 Del Pilar Street Malate, Manila, Luzon 1009 Philippines","Armada Hotel Manila offers a warm, deluxe hotel experience with 96 comfortable rooms and suites, state-of-the-art facilities and great comfort in the bay area. The centrally located hotel in Manila features a premier restaurant serving sumptuous international cuisine and Filipino specialties; complete amenities and efficient service; as well as ideal spaces for meetings, conferences and intimate social functions. Situated within the heart of culturally rich district of Malate, Armada Hotel Manila is accessible to several shopping malls, convention centers, and domestic and international airport terminals.",373,3.5,Very good,3.5,4.0,3.5,3.5,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Coffee shop,Conference facilities,Banquet room,Spa,Valet parking,Wifi,Rooftop pool,Outdoor pool,Restaurant,Breakfast available,Breakfast buffet,Meeting rooms,Couples massage,Foot massage,Full body massage,Hand massage,Head massage,Massage,24-hour security,Baggage storage,Concierge,Currency exchange,Newspaper,Non-smoking hotel,Doorperson,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service","Bathrobes,Air conditioning,Desk,Room service,Safe,Coffee / tea maker,Flatscreen TV,Bath / shower,Seating area,Sofa,Telephone,Bottled water,Wake-up service / alarm clock,Refrigerator,Complimentary toiletries,Hair dryer","Ocean view,City view,Non-smoking rooms,Suites,Smoking rooms available",4.0,91,Great for walkers,75,7,"₱2,318",Centara Hotel Manila,Philippines,96
Go Hotels Ermita,"1430 A. Mabini Street Barangay 668, Manila, Luzon 1000 Philippines","Are you planning to explore Manila’s historical and cultural spots? Got an early appointment with the US embassy or your manpower agency? If you’ve answered yes, then Go Hotels Ermita is the most ideal choice to be made. Nestled in the bustling street of Mabini, Malate, the hotel is the perfect option for your stay in Metro Manila whether for business or leisure.",100,3.0,Average,4.0,3.0,2.5,3.0,"Paid private parking on-site,Free High Speed Internet (WiFi),Children's television networks,Children Activities (Kid / Family Friendly),Meeting rooms,Massage,24-hour security,Baggage storage,Parking garage,Wifi,Concierge,Non-smoking hotel,Shared bathroom,Shared lounge / TV area,First aid kit,Umbrella,24-hour front desk,Express check-in / check-out,Laundry service","Allergy-free room,Air conditioning,Desk,Housekeeping,Interconnected rooms available,Cable / satellite TV,Flatscreen TV,Bidet,Safe,Telephone,Clothes rack,Private bathrooms,Wake-up service / alarm clock,Bath / shower,Complimentary toiletries,Hair dryer","City view,Non-smoking rooms",3.0,98,Great for walkers,167,13,"₱1,470",,Philippines,219
Paragon Tower Hotel,"531 A. Flores, Manila, Luzon 1000 Philippines","<div><p>Finding an ideal budget friendly hotel in Manila does not have to be difficult. Welcome to Paragon Tower Hotel, a nice option for travelers like you.</p><p>Guest rooms offer amenities such as air conditioning, a minibar, and a refrigerator, and guests can go online with free wifi offered by the hotel.</p><p>Paragon Tower Hotel features a 24 hour front desk, a concierge, and 24 hour check-in, to help make your stay more enjoyable. If you are driving to Paragon Tower Hotel, free parking is available.</p><p>Given the close proximity of popular landmarks, such as Paco Park (0.5 mi) and Monastery of Saint Agustin (0.7 mi), guests of Paragon Tower Hotel can easily experience some of Manila's most well known attractions.</p><p>If you’re looking for a Chinese restaurant, consider a visit to Spiral, Cafe Ilang-Ilang, or Eng Bee Tin, which are all conveniently located a short distance from Paragon Tower Hotel.</p><p>If you are interested in exploring Manila, check out one of the monuments and statues, such as Memorare Manila Monument, Centennial Clock, and Philippine Presidents' Gallery.</p><p>Paragon Tower Hotel puts the best of Manila at your fingertips, making your stay both relaxing and enjoyable.</p><p></p></div>",79,3.5,Very good,4.0,4.0,3.5,4.0,"Free parking,Free High Speed Internet (WiFi),Hot tub,Children Activities (Kid / Family Friendly),Massage,24-hour security,Baggage storage,24-hour check-in,Paid private parking nearby,Parking,Wifi,Concierge,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service","Air conditioning,Desk,Safe,Seating area,Kitchenette,Minibar,Bath / shower,Complimentary toiletries,Sofa,Telephone,Wake-up service / alarm clock,Refrigerator,Hair dryer","Non-smoking rooms,Family rooms",2.0,98,Great for walkers,83,12,"₱1,357",OYO 399 Paragon Tower Hotel,Philippines,48
